transaction_id,profile_id,date_of_booking,date_of_service_requested,source,slot of booking (hour of the day)
UWTVT,7872,7/31/2018,7/31/2018,C,15
SAQWK,7872,10/13/2018,10/16/2018,B,8
UMIFL,7873,10/1/2018,10/3/2018,B,13
NXOIU,7874,2/6/2018,2/10/2018,A,14
ZJXTM,7875,2/5/2018,2/10/2018,C,13
HKEMY,7876,1/24/2018,1/28/2018,C,6
KYXON,7876,4/6/2018,4/7/2018,D,14
DEZHR,7876,7/22/2018,7/25/2018,D,18
HSVOD,7876,11/25/2018,11/28/2018,B,12
YKSZX,7877,8/15/2018,8/17/2018,C,13
LXILX,7878,2/17/2018,2/18/2018,C,14
KEDPT,7878,8/17/2018,8/18/2018,B,14
YWFKW,7879,10/21/2018,10/24/2018,C,13
NZRMU,7880,1/25/2018,1/26/2018,A,14
ZNAIK,7880,11/1/2018,11/1/2018,A,13
YRYTJ,7881,3/4/2018,3/9/2018,B,13
IMDEZ,7882,8/4/2018,8/7/2018,B,14
DZYNH,7883,4/2/2018,4/3/2018,C,11
HFEZQ,7883,6/6/2018,6/11/2018,B,8
EVYXL,7884,9/1/2018,9/5/2018,D,19
IFSJC,7885,4/7/2018,4/9/2018,D,15
ADBID,7886,11/9/2018,11/12/2018,B,7
JYWIZ,7887,1/22/2018,1/26/2018,D,14
FAZIG,7888,12/18/2017,12/18/2017,D,18
LAPNZ,7889,12/26/2017,12/29/2017,B,14
XHNSB,7889,1/6/2018,1/9/2018,B,16
LMLDT,7889,1/9/2018,1/14/2018,B,14
YQIUZ,7889,2/3/2018,2/8/2018,D,13
ORMDF,7889,4/22/2018,4/24/2018,B,14
KWRSM,7889,6/8/2018,6/8/2018,B,14
XQYWM,7889,7/5/2018,7/9/2018,C,13
LFYXT,7890,11/24/2018,11/27/2018,C,14
NUNZH,7891,11/27/2018,12/1/2018,A,14
LTZUJ,7892,4/29/2018,5/1/2018,D,14
ZKGYU,7892,8/6/2018,8/10/2018,D,13
YKHYL,7892,10/11/2018,10/13/2018,C,13
OZRKZ,7893,6/10/2018,6/14/2018,A,14
ABXOX,7893,11/12/2018,11/13/2018,D,16
VWPPV,7894,12/15/2017,12/19/2017,A,8
CHVMZ,7895,8/25/2018,8/25/2018,C,18
NCEOG,7896,1/13/2018,1/14/2018,D,14
TMCTX,7896,3/22/2018,3/23/2018,B,8
TBDPO,7896,4/6/2018,4/9/2018,A,14
EOYDB,7896,6/3/2018,6/4/2018,C,9
VPYEY,7897,6/15/2018,6/16/2018,C,16
JLGHY,7898,9/6/2018,9/8/2018,D,14
UFVCV,7899,4/25/2018,4/28/2018,D,11
WYQZU,7900,4/19/2018,4/20/2018,A,15
LSDXS,7901,5/14/2018,5/15/2018,D,14
FMVET,7902,2/6/2018,2/6/2018,C,10
DNCTD,7903,10/30/2018,11/2/2018,D,13
GPGJT,7904,3/4/2018,3/5/2018,A,14
LYKZU,7905,6/6/2018,6/6/2018,B,14
YIUQY,7906,4/11/2018,4/15/2018,A,13
ECZIT,7907,4/4/2018,4/7/2018,B,12
NZUFI,7908,6/4/2018,6/5/2018,A,14
EIVAQ,7908,11/5/2018,11/10/2018,B,18
UUPWT,7909,11/23/2018,11/28/2018,B,7
OIXOY,7910,12/14/2017,12/14/2017,D,14
CTDUN,7910,1/24/2018,1/29/2018,C,7
DUSSP,7910,8/28/2018,8/30/2018,B,15
MXGNM,7910,9/3/2018,9/7/2018,A,14
VWHZX,7910,9/5/2018,9/9/2018,B,17
VWDLH,7911,1/10/2018,1/12/2018,D,6
BUVID,7911,7/27/2018,7/29/2018,C,16
SUDEM,7912,10/7/2018,10/7/2018,C,15
SKHRL,7913,1/25/2018,1/26/2018,C,9
JLNHJ,7914,4/18/2018,4/22/2018,C,14
LALOU,7915,4/10/2018,4/11/2018,A,14
GIFPG,7915,6/24/2018,6/29/2018,D,11
VYZHT,7915,8/4/2018,8/6/2018,D,17
STKQP,7915,11/18/2018,11/21/2018,A,17
GIYZX,7916,8/2/2018,8/4/2018,D,7
SNDHJ,7917,1/28/2018,2/2/2018,A,10
FFXEV,7917,3/9/2018,3/14/2018,C,14
MZRCU,7917,5/14/2018,5/17/2018,D,14
LKSUB,7917,9/1/2018,9/1/2018,A,14
WHMVE,7917,9/14/2018,9/16/2018,A,19
XVYLJ,7918,9/11/2018,9/11/2018,B,13
XQYPR,7919,12/5/2017,12/7/2017,D,13
RTOPY,7920,10/27/2018,10/29/2018,B,12
IXSKJ,7921,1/9/2018,1/14/2018,C,14
WPWWG,7921,1/12/2018,1/14/2018,D,12
CLHDZ,7921,4/26/2018,4/28/2018,C,18
ZUROU,7921,6/10/2018,6/15/2018,D,13
GKJTN,7921,6/27/2018,6/27/2018,A,14
WVPVP,7921,8/23/2018,8/25/2018,A,14
LEUZB,7922,1/17/2018,1/17/2018,B,14
QCAQW,7922,3/5/2018,3/8/2018,D,12
MUAZX,7922,3/5/2018,3/7/2018,C,14
ZONOS,7922,5/22/2018,5/23/2018,C,13
SHNMP,7922,5/28/2018,5/31/2018,C,9
PIFOY,7922,6/9/2018,6/9/2018,B,14
ADOFL,7922,10/21/2018,10/24/2018,C,11
BJJXM,7923,2/7/2018,2/8/2018,D,12
QZAKY,7923,2/19/2018,2/19/2018,A,10
DKVBP,7923,10/13/2018,10/13/2018,C,8
UMWQQ,7924,1/2/2018,1/2/2018,A,14
HWALE,7925,10/13/2018,10/15/2018,D,9
SDDMT,7926,1/28/2018,2/2/2018,D,10
CGCPO,7926,4/22/2018,4/26/2018,D,11
ROOLO,7926,5/7/2018,5/7/2018,D,15
KREGS,7927,6/15/2018,6/20/2018,B,14
SUTSD,7928,12/5/2017,12/8/2017,B,6
KPRRZ,7929,2/27/2018,3/4/2018,A,14
WFEXI,7930,1/14/2018,1/17/2018,D,8
BGBLD,7930,5/22/2018,5/22/2018,D,10
BVXUZ,7931,10/20/2018,10/25/2018,D,14
WSIFZ,7932,1/14/2018,1/19/2018,A,18
VBVWW,7932,10/25/2018,10/28/2018,D,19
LSAMT,7932,11/28/2018,11/30/2018,A,14
FPZFI,7933,3/17/2018,3/22/2018,D,14
SDDBY,7934,7/20/2018,7/24/2018,C,12
XWZZU,7935,9/19/2018,9/22/2018,B,13
TNRTT,7936,5/16/2018,5/19/2018,B,6
LILKS,7937,9/19/2018,9/20/2018,D,14
ZNOWS,7938,5/10/2018,5/13/2018,C,13
SHBZO,7939,2/14/2018,2/16/2018,C,7
PGGTE,7940,10/6/2018,10/6/2018,D,14
IXMMM,7941,4/26/2018,5/1/2018,B,14
FSWGD,7942,12/8/2017,12/13/2017,C,15
SJCRG,7942,12/11/2017,12/13/2017,D,17
PJODU,7943,11/11/2018,11/14/2018,B,14
MAKTF,7944,8/10/2018,8/15/2018,A,14
EBVSK,7944,9/15/2018,9/20/2018,D,11
HSALF,7945,1/21/2018,1/22/2018,C,13
PBBHU,7945,5/1/2018,5/3/2018,B,14
ORQXX,7946,3/17/2018,3/22/2018,D,14
MDNEW,7947,12/24/2017,12/24/2017,D,14
GJPII,7948,11/27/2018,12/2/2018,A,16
GSZZK,7949,6/15/2018,6/17/2018,A,6
DDWDD,7950,2/14/2018,2/15/2018,D,14
QIHHA,7951,5/12/2018,5/14/2018,D,10
NWXZI,7951,5/27/2018,5/28/2018,A,14
ZQWVJ,7951,6/15/2018,6/16/2018,C,13
EZQOC,7951,6/21/2018,6/21/2018,D,10
MVONJ,7951,7/23/2018,7/28/2018,D,14
WFRPT,7951,9/9/2018,9/10/2018,D,14
ZDZHD,7951,9/23/2018,9/28/2018,D,13
AKBLH,7951,11/18/2018,11/21/2018,D,14
BCAJF,7951,11/23/2018,11/27/2018,B,16
ZXMEA,7951,11/30/2018,12/3/2018,B,13
WOODV,7952,1/12/2018,1/15/2018,B,9
ONKUY,7952,6/17/2018,6/22/2018,C,14
PMFEE,7952,8/30/2018,9/1/2018,C,14
CLEKO,7952,9/5/2018,9/5/2018,C,14
JPIDB,7953,2/21/2018,2/26/2018,D,14
TGMVW,7953,5/21/2018,5/24/2018,D,17
JSSRI,7953,7/2/2018,7/6/2018,B,14
AEHSL,7954,7/26/2018,7/30/2018,B,13
QWNMN,7955,11/7/2018,11/8/2018,D,11
GIADE,7956,7/2/2018,7/2/2018,D,11
TISAE,7956,7/21/2018,7/22/2018,A,7
FFWUS,7957,2/5/2018,2/5/2018,B,13
KMAHV,7957,2/22/2018,2/25/2018,D,14
ZLEFN,7957,5/5/2018,5/7/2018,A,13
ANGPR,7958,7/24/2018,7/24/2018,D,7
RPDTF,7959,8/29/2018,9/3/2018,A,15
VKJXL,7960,12/17/2017,12/18/2017,C,13
TOWJL,7960,2/2/2018,2/7/2018,A,9
GMMNU,7960,6/2/2018,6/5/2018,D,10
LNGVL,7961,7/4/2018,7/7/2018,D,14
ODVVC,7962,2/27/2018,2/27/2018,B,14
NCUKZ,7963,2/5/2018,2/7/2018,A,14
EOZOY,7964,7/12/2018,7/15/2018,B,15
MCDAW,7965,4/18/2018,4/22/2018,A,14
HLPLZ,7966,8/15/2018,8/18/2018,C,7
UJTIB,7967,7/14/2018,7/18/2018,D,8
ZYARY,7968,6/2/2018,6/2/2018,A,13
PYXAZ,7969,12/24/2017,12/29/2017,C,7
YFRZA,7970,3/20/2018,3/22/2018,B,13
DVPWE,7971,1/13/2018,1/17/2018,C,19
IBUVG,7971,7/5/2018,7/6/2018,C,14
OUVYQ,7971,10/4/2018,10/9/2018,B,14
IRVIB,7971,10/14/2018,10/14/2018,C,14
ELMMF,7972,2/5/2018,2/10/2018,C,18
YZTRY,7972,5/27/2018,5/27/2018,B,13
PCLAW,7972,10/4/2018,10/5/2018,D,14
LZVVU,7972,10/17/2018,10/17/2018,C,14
BPLTN,7973,1/18/2018,1/21/2018,C,11
SRHLB,7974,12/1/2017,12/3/2017,A,8
ZGDTV,7974,6/7/2018,6/9/2018,C,13
XVQSX,7974,11/13/2018,11/15/2018,D,13
XJFJO,7975,2/25/2018,2/26/2018,B,6
OKDBN,7975,3/6/2018,3/10/2018,D,14
GJAMK,7976,6/1/2018,6/3/2018,B,19
ZWWRH,7977,12/13/2017,12/13/2017,A,13
UNYGO,7977,4/16/2018,4/21/2018,D,18
LELRN,7977,4/23/2018,4/25/2018,A,14
XPLCS,7977,5/3/2018,5/4/2018,D,13
REFYQ,7977,9/22/2018,9/22/2018,A,11
VJZUO,7977,11/25/2018,11/28/2018,A,14
OWVNP,7978,1/27/2018,1/29/2018,D,14
URUJQ,7978,2/14/2018,2/17/2018,C,8
GPWBP,7978,3/7/2018,3/10/2018,D,6
YWTCK,7978,3/13/2018,3/13/2018,B,13
JQLRM,7978,3/28/2018,3/30/2018,B,14
GDEPV,7978,3/30/2018,3/31/2018,D,19
FZYTL,7978,4/8/2018,4/11/2018,D,17
KBGHW,7978,4/12/2018,4/13/2018,B,14
TURSK,7978,4/26/2018,4/28/2018,C,10
ZICMP,7978,4/27/2018,4/29/2018,A,13
NGNXA,7978,5/2/2018,5/5/2018,D,14
SPUJZ,7978,6/9/2018,6/14/2018,C,16
UFYHG,7978,6/26/2018,6/28/2018,C,7
ZIXJP,7978,8/12/2018,8/16/2018,A,13
NEDII,7978,8/12/2018,8/13/2018,A,14
YQKHM,7978,8/20/2018,8/24/2018,C,13
BOGXU,7978,8/22/2018,8/26/2018,C,9
ZQOAV,7978,9/18/2018,9/22/2018,B,13
UYORU,7978,9/20/2018,9/21/2018,A,18
KIHEC,7978,9/25/2018,9/29/2018,B,14
UJGXJ,7978,10/31/2018,10/31/2018,C,8
KCIZE,7979,11/9/2018,11/10/2018,C,14
FPDHF,7980,7/26/2018,7/27/2018,C,12
ZLCDA,7980,8/2/2018,8/7/2018,C,13
SJTOA,7981,1/22/2018,1/22/2018,A,7
GKOKG,7982,10/15/2018,10/20/2018,A,15
IYBVW,7983,2/5/2018,2/8/2018,C,14
XBLVP,7984,12/1/2017,12/2/2017,A,19
KSLLD,7985,6/5/2018,6/6/2018,B,14
GDABX,7986,1/10/2018,1/12/2018,C,8
LNIHH,7987,5/28/2018,5/28/2018,B,14
ZIYJL,7987,6/9/2018,6/9/2018,A,13
DJORO,7987,11/18/2018,11/21/2018,C,16
FVOOS,7988,5/27/2018,5/27/2018,D,18
CBJGG,7989,8/20/2018,8/20/2018,C,16
STCZC,7990,5/19/2018,5/19/2018,A,16
HMQWA,7991,6/28/2018,6/30/2018,C,16
OGGAD,7992,8/17/2018,8/18/2018,D,14
LWAEN,7993,5/18/2018,5/19/2018,D,14
TZEIM,7994,12/15/2017,12/15/2017,C,10
UWFDD,7995,5/6/2018,5/7/2018,C,9
KCLOQ,7995,11/29/2018,12/1/2018,C,14
ROQLB,7996,11/27/2018,11/30/2018,D,14
LSXZN,7997,12/20/2017,12/24/2017,B,14
PRSMZ,7997,4/7/2018,4/9/2018,B,16
NDUOE,7997,6/22/2018,6/22/2018,A,14
WRUIY,7998,1/26/2018,1/26/2018,B,14
WIQKK,7998,2/6/2018,2/6/2018,A,9
MKJOY,7998,5/30/2018,6/3/2018,D,14
KVFUS,7998,6/6/2018,6/8/2018,D,14
ZUXQI,7998,6/21/2018,6/23/2018,D,13
MCFQA,7998,7/7/2018,7/8/2018,A,14
PSJVX,7998,10/11/2018,10/15/2018,A,13
BQZCN,7998,10/20/2018,10/21/2018,D,14
NYYJM,7998,11/9/2018,11/9/2018,B,14
FSVGM,7998,11/24/2018,11/29/2018,B,9
ZELHS,7999,10/27/2018,10/28/2018,B,13
VAURQ,8000,4/25/2018,4/28/2018,A,15
EZHRL,8001,2/24/2018,2/24/2018,C,16
MKGKF,8001,8/31/2018,9/5/2018,C,14
SSSIQ,8002,12/26/2017,12/31/2017,D,19
PLKVI,8002,2/4/2018,2/8/2018,A,14
DAHWL,8002,2/20/2018,2/24/2018,C,9
DBRZT,8002,8/13/2018,8/16/2018,D,6
ECVTL,8003,7/23/2018,7/24/2018,C,8
LRWYH,8004,7/23/2018,7/27/2018,B,14
KYYTE,8005,11/5/2018,11/9/2018,B,14
GNBVS,8006,2/2/2018,2/2/2018,C,14
ISINT,8007,9/2/2018,9/6/2018,D,14
INHOX,8008,12/14/2017,12/17/2017,B,14
CCMGD,8008,5/6/2018,5/7/2018,B,9
SIFSL,8008,8/13/2018,8/14/2018,D,14
UWFCA,8008,8/24/2018,8/29/2018,A,9
WZHUX,8008,10/5/2018,10/8/2018,A,9
ANYDS,8008,10/15/2018,10/18/2018,B,15
BPPQW,8008,11/3/2018,11/5/2018,B,14
QKGBR,8009,1/10/2018,1/13/2018,C,13
EQRFZ,8010,9/7/2018,9/9/2018,C,12
QHITS,8011,12/27/2017,12/30/2017,C,17
UIYJR,8011,1/13/2018,1/13/2018,A,11
WXTIN,8011,1/23/2018,1/25/2018,A,14
WVUBG,8011,1/27/2018,1/27/2018,C,11
CUJKW,8011,2/16/2018,2/19/2018,B,10
LHJPD,8011,3/13/2018,3/17/2018,B,14
ICRHG,8011,4/19/2018,4/23/2018,C,16
ZPVLR,8011,7/3/2018,7/3/2018,B,13
WUUKA,8011,8/12/2018,8/15/2018,A,15
KSHNK,8012,3/30/2018,4/2/2018,C,14
XUBKH,8013,1/25/2018,1/27/2018,D,13
GAZUS,8014,4/17/2018,4/19/2018,B,9
SNTAG,8014,7/28/2018,8/1/2018,D,8
CNRZS,8015,11/11/2018,11/13/2018,C,12
YOSYL,8016,5/8/2018,5/12/2018,C,13
DNOYY,8016,10/11/2018,10/16/2018,C,15
ASSQG,8017,3/25/2018,3/30/2018,D,8
YKORA,8018,7/11/2018,7/16/2018,B,13
APDMW,8019,9/25/2018,9/26/2018,A,14
AMGHV,8020,2/5/2018,2/9/2018,B,16
ZUCUH,8021,11/22/2018,11/26/2018,D,13
YLZRH,8022,12/17/2017,12/20/2017,D,13
IVKIA,8022,4/20/2018,4/24/2018,B,14
TYOKP,8022,7/17/2018,7/20/2018,C,7
ZAOJW,8023,5/16/2018,5/19/2018,A,13
JPFVU,8024,12/10/2017,12/13/2017,D,14
RWZEZ,8025,7/26/2018,7/27/2018,D,10
MEVMC,8026,9/10/2018,9/10/2018,C,14
FKZCQ,8027,7/6/2018,7/7/2018,B,10
VPUKY,8028,8/17/2018,8/21/2018,C,6
DBPLA,8029,3/9/2018,3/13/2018,D,7
RTBWZ,8030,3/25/2018,3/27/2018,B,9
JNMVF,8031,12/19/2017,12/20/2017,C,14
OXCWL,8031,2/12/2018,2/13/2018,A,14
GSWVH,8031,3/30/2018,3/30/2018,D,12
ZNFUX,8031,5/16/2018,5/19/2018,D,13
AZORP,8031,7/5/2018,7/10/2018,C,12
QFUKQ,8032,1/11/2018,1/16/2018,D,15
XREFW,8032,2/19/2018,2/23/2018,A,13
DGJER,8032,2/22/2018,2/23/2018,C,8
XXSDG,8032,7/9/2018,7/14/2018,B,13
EUCJI,8032,7/31/2018,8/3/2018,C,17
TIXJL,8032,8/22/2018,8/26/2018,B,16
SBWUH,8032,9/6/2018,9/8/2018,A,17
NMEGE,8033,2/24/2018,2/28/2018,C,14
BNUMA,8033,4/29/2018,5/2/2018,C,11
ZPBPO,8033,5/26/2018,5/28/2018,A,13
EYKDO,8033,9/21/2018,9/23/2018,D,11
QNSRA,8033,11/19/2018,11/23/2018,D,14
YMERV,8034,5/19/2018,5/21/2018,B,13
OUXBZ,8035,7/23/2018,7/28/2018,A,14
HTIJK,8036,3/18/2018,3/22/2018,B,9
VIQHU,8037,10/7/2018,10/11/2018,D,9
DIIIZ,8038,6/10/2018,6/10/2018,D,12
FEVYA,8039,4/8/2018,4/10/2018,B,18
NMUXP,8039,10/10/2018,10/11/2018,C,14
DUZMO,8040,3/16/2018,3/18/2018,C,6
GRIWE,8041,10/12/2018,10/17/2018,C,7
HMLEI,8042,4/2/2018,4/6/2018,D,16
HWSRC,8042,11/30/2018,12/5/2018,C,12
EIFGR,8043,12/24/2017,12/26/2017,C,17
LQBVN,8043,3/3/2018,3/6/2018,B,14
LGMLW,8044,10/30/2018,11/3/2018,D,14
TIXFS,8045,1/1/2018,1/5/2018,B,12
GFNXM,8046,4/18/2018,4/18/2018,B,7
UBSFM,8047,1/16/2018,1/19/2018,A,14
NINSX,8047,5/15/2018,5/20/2018,C,14
XGFIN,8047,6/12/2018,6/17/2018,B,11
HPUDF,8048,12/16/2017,12/20/2017,C,12
XAPGT,8048,4/17/2018,4/20/2018,A,7
YLXXZ,8048,11/19/2018,11/21/2018,A,13
RYWZR,8049,1/22/2018,1/22/2018,D,17
GODOM,8049,3/13/2018,3/17/2018,A,11
AMMGA,8050,10/31/2018,11/5/2018,D,14
KFYMO,8051,12/12/2017,12/15/2017,C,14
EHFOE,8051,6/13/2018,6/15/2018,C,13
DKIHQ,8052,3/4/2018,3/7/2018,B,14
GEOVF,8052,3/24/2018,3/29/2018,C,13
QDBKP,8053,5/2/2018,5/2/2018,A,18
YHKQJ,8054,1/11/2018,1/13/2018,B,13
DLYZD,8055,10/29/2018,10/29/2018,C,13
DPIZW,8056,6/8/2018,6/11/2018,B,16
UNITR,8056,10/1/2018,10/5/2018,D,6
GGYNN,8057,9/20/2018,9/21/2018,A,19
YJJYQ,8058,1/13/2018,1/13/2018,B,13
NGHFZ,8058,1/31/2018,2/5/2018,C,14
UQBBW,8058,6/1/2018,6/5/2018,B,7
NXMXP,8058,11/19/2018,11/24/2018,D,14
EXMSW,8059,8/4/2018,8/9/2018,D,12
QBCZA,8060,7/3/2018,7/8/2018,A,6
VDVGA,8061,6/1/2018,6/3/2018,A,16
AOACF,8062,2/14/2018,2/17/2018,A,15
OXXJM,8063,5/25/2018,5/29/2018,B,14
DPKCA,8064,12/24/2017,12/27/2017,C,6
MBITT,8064,1/10/2018,1/11/2018,D,14
OYWRC,8064,2/14/2018,2/16/2018,D,14
CDRTF,8064,4/15/2018,4/19/2018,D,7
XBWXW,8064,5/18/2018,5/23/2018,B,12
TFNMG,8064,7/3/2018,7/6/2018,D,8
PNDPL,8064,7/21/2018,7/22/2018,D,14
WJFFU,8064,10/2/2018,10/5/2018,B,17
FHEGB,8064,10/9/2018,10/12/2018,C,12
IQHDF,8065,11/10/2018,11/15/2018,C,14
PDYUS,8066,4/22/2018,4/23/2018,B,14
YDIVY,8066,9/25/2018,9/29/2018,B,13
JFTQT,8067,9/25/2018,9/29/2018,A,14
RSUWC,8068,1/24/2018,1/24/2018,B,8
UQLWI,8069,5/17/2018,5/19/2018,D,14
PBBVV,8070,12/26/2017,12/31/2017,D,14
PHUYF,8071,12/10/2017,12/13/2017,B,14
HAKRR,8072,9/10/2018,9/11/2018,D,11
ITXAN,8073,7/10/2018,7/13/2018,C,14
TUGUR,8074,2/9/2018,2/11/2018,A,14
JKKZO,8075,1/30/2018,2/3/2018,B,14
LQDIM,8076,3/6/2018,3/9/2018,B,14
GPKTM,8077,6/9/2018,6/13/2018,D,7
OFLNT,8078,12/22/2017,12/27/2017,C,14
PMINI,8079,11/18/2018,11/18/2018,A,14
GIFJW,8079,11/30/2018,12/5/2018,B,14
YITBS,8080,12/31/2017,1/5/2018,B,13
XUTVA,8080,1/21/2018,1/26/2018,B,13
XRYSI,8080,2/28/2018,2/28/2018,D,13
FROGE,8080,3/17/2018,3/22/2018,B,9
JDLDN,8080,10/8/2018,10/8/2018,C,14
NMMTA,8080,11/11/2018,11/16/2018,C,14
BWNAH,8080,11/28/2018,12/2/2018,D,11
MRPHF,8081,9/20/2018,9/21/2018,C,14
ORKQN,8082,7/16/2018,7/18/2018,C,14
ZMRBB,8083,2/8/2018,2/8/2018,B,13
TSUCW,8083,2/16/2018,2/16/2018,B,8
LTHKC,8083,5/19/2018,5/22/2018,D,14
DIVPJ,8083,5/28/2018,5/29/2018,D,18
WNFSH,8083,7/20/2018,7/23/2018,B,18
OZIAM,8083,8/4/2018,8/9/2018,D,14
BZTAG,8083,8/15/2018,8/15/2018,C,6
VRZIC,8083,8/18/2018,8/21/2018,B,14
NJDJS,8083,9/3/2018,9/5/2018,C,14
REIPP,8083,10/8/2018,10/12/2018,D,19
RTOUV,8084,1/25/2018,1/30/2018,D,13
KZPWX,8084,9/6/2018,9/6/2018,C,14
RZVLN,8085,2/22/2018,2/26/2018,D,11
ESRGR,8085,10/6/2018,10/6/2018,D,13
UYMEC,8086,1/14/2018,1/18/2018,C,8
FVMJS,8087,1/24/2018,1/25/2018,C,11
IFXQK,8088,6/15/2018,6/20/2018,B,14
KQPQZ,8089,6/19/2018,6/24/2018,D,14
PPESR,8089,7/3/2018,7/7/2018,C,16
HWDLN,8089,10/9/2018,10/13/2018,C,6
XTWVY,8090,12/3/2017,12/3/2017,D,13
GWRFR,8091,3/29/2018,3/31/2018,A,9
NUMQH,8092,11/9/2018,11/9/2018,C,14
XJNCQ,8093,1/1/2018,1/5/2018,B,19
VTUAS,8094,8/5/2018,8/7/2018,A,11
BEQVH,8095,11/7/2018,11/9/2018,C,6
UORQD,8096,10/22/2018,10/27/2018,A,10
LQBUP,8097,4/4/2018,4/4/2018,D,14
ERVOT,8098,11/17/2018,11/21/2018,C,17
XJFNJ,8099,8/30/2018,9/2/2018,D,9
EYTBN,8100,6/29/2018,7/4/2018,D,9
OUTOM,8101,3/18/2018,3/18/2018,C,14
ZVIIX,8102,7/17/2018,7/19/2018,A,13
FIAVV,8103,7/30/2018,8/1/2018,B,14
PKCAG,8104,10/26/2018,10/28/2018,B,14
EJRYH,8105,2/22/2018,2/22/2018,B,7
RBNNJ,8106,1/8/2018,1/12/2018,B,12
GOSWG,8107,2/1/2018,2/6/2018,B,14
ECBSB,8107,4/28/2018,4/28/2018,B,8
USRFD,8108,8/27/2018,8/31/2018,B,8
HEXPB,8109,6/9/2018,6/12/2018,D,17
VFPPH,8110,4/4/2018,4/5/2018,D,18
YJHMG,8111,1/22/2018,1/23/2018,A,13
JNAOF,8111,11/30/2018,12/3/2018,C,14
XZSZF,8112,11/11/2018,11/16/2018,B,13
XJUPT,8113,12/10/2017,12/15/2017,D,17
SEQET,8114,4/1/2018,4/2/2018,C,15
LQQDF,8114,11/7/2018,11/12/2018,C,14
MDXCZ,8115,1/31/2018,2/1/2018,A,14
HTEEU,8115,1/31/2018,1/31/2018,D,10
ERWEF,8115,3/14/2018,3/14/2018,C,14
XIRJX,8115,4/25/2018,4/25/2018,C,8
DBWBC,8115,6/20/2018,6/25/2018,C,18
FKUDP,8115,7/28/2018,7/31/2018,B,6
COTJB,8115,9/10/2018,9/11/2018,D,14
KZCHJ,8115,10/23/2018,10/25/2018,C,14
OIUOD,8116,12/14/2017,12/16/2017,D,14
TKVET,8117,12/17/2017,12/19/2017,B,10
XSJYM,8118,12/1/2017,12/3/2017,B,13
CFHAX,8118,6/2/2018,6/5/2018,B,14
MFFLU,8119,11/22/2018,11/26/2018,A,14
MOEIR,8120,12/9/2017,12/9/2017,B,14
JATDI,8120,1/26/2018,1/26/2018,C,14
MLEWD,8120,2/21/2018,2/25/2018,B,14
WTQID,8120,3/15/2018,3/19/2018,B,10
MGLJY,8120,4/10/2018,4/15/2018,B,14
IAWQJ,8120,4/10/2018,4/15/2018,B,7
AZAMK,8120,5/30/2018,5/30/2018,D,14
PSZRO,8120,6/24/2018,6/26/2018,B,9
GNZYC,8120,7/4/2018,7/7/2018,D,14
LBMWL,8120,7/5/2018,7/9/2018,B,14
QFZBO,8120,7/10/2018,7/12/2018,A,15
AYRPU,8120,7/15/2018,7/19/2018,C,15
XPFHW,8120,7/20/2018,7/25/2018,B,13
EYMPQ,8120,10/7/2018,10/12/2018,D,12
MOBRT,8120,10/11/2018,10/14/2018,A,14
SPJRL,8120,10/20/2018,10/24/2018,C,17
RZSBG,8121,7/30/2018,8/1/2018,A,12
TVSLU,8122,6/17/2018,6/17/2018,C,12
GRMHM,8123,5/17/2018,5/20/2018,D,18
FYYPH,8123,6/13/2018,6/16/2018,C,11
ATMZP,8124,1/15/2018,1/17/2018,C,12
KYANN,8125,4/13/2018,4/18/2018,B,14
ULGDF,8126,1/9/2018,1/11/2018,D,16
SOZJF,8126,6/2/2018,6/7/2018,B,16
WYPCV,8126,7/8/2018,7/13/2018,B,10
XMREJ,8127,12/22/2017,12/23/2017,D,13
WGGVW,8127,12/31/2017,1/1/2018,A,7
RQATJ,8127,1/27/2018,1/28/2018,B,13
EFJMC,8127,2/11/2018,2/16/2018,D,14
NPSAP,8127,6/18/2018,6/18/2018,B,14
WNFAT,8127,10/4/2018,10/6/2018,B,16
PZOTS,8128,12/2/2017,12/4/2017,D,16
MYNKA,8128,1/14/2018,1/17/2018,B,14
UVOTO,8128,3/22/2018,3/26/2018,D,8
QZVZC,8128,5/7/2018,5/11/2018,A,10
WLQEM,8128,7/26/2018,7/27/2018,D,6
YYANW,8128,10/16/2018,10/21/2018,D,13
NOVEB,8128,10/17/2018,10/20/2018,A,14
EWVSR,8128,10/18/2018,10/21/2018,B,7
BRISC,8128,11/17/2018,11/19/2018,B,7
XJRLI,8129,1/30/2018,2/1/2018,B,14
AANPJ,8129,4/7/2018,4/10/2018,C,13
XFBEE,8130,8/3/2018,8/3/2018,A,10
QZATO,8131,11/26/2018,12/1/2018,D,19
NOMZO,8132,8/7/2018,8/8/2018,C,14
PZNOP,8133,12/9/2017,12/12/2017,D,15
UCKXD,8134,2/28/2018,3/2/2018,B,9
FFUGT,8134,5/5/2018,5/7/2018,C,8
FEWTH,8135,11/3/2018,11/5/2018,B,16
KNYIP,8136,8/27/2018,8/31/2018,C,14
KUKQR,8137,3/5/2018,3/6/2018,C,14
SFJJQ,8137,10/26/2018,10/31/2018,D,9
WMNYC,8138,6/16/2018,6/19/2018,D,10
GVNMZ,8138,6/18/2018,6/20/2018,A,8
FLWGJ,8139,6/3/2018,6/6/2018,D,17
IUNVI,8140,10/20/2018,10/21/2018,C,14
RJCJV,8141,5/29/2018,6/3/2018,D,18
